country,Year,Region,CO2 emissions from fuel combustion (MtCO2),Average CO2 emission factor (tCO2/toe),CO2 intensity at constant purchasing power parities (kCO2/$15p),Total energy production (Mtoe),Total energy consumption (Mtoe),Share of renewables in electricity production (%),Share of electricity in total final energy consumption (%),Oil products domestic consumption (Mt),Refined oil products production (Mt),Natural gas production (bcm),Natural gas domestic consumption (bcm),Energy intensity of GDP at constant purchasing power parities (koe/$15p),Electricity production (TWh),Electricity domestic consumption (TWh),Coal and lignite domestic consumption (Mt),Share of wind and solar in electricity production (%),Crude oil production (Mt),Coal and lignite production (Mt)
China,2002,Asia & Pacific,3534.084557,2.836421713,0.67186179,1226.9353,1245.965838,17.6186279,12.04489558,258.375,243.284,32.66098996,29.28599867,0.236869499,1654.164,1380.006,1492.402833,0.062690277,167.145,1538.839
China,2003,Asia & Pacific,4108.377553,2.893023133,0.709806752,1375.185474,1420.098411,15.03704033,12.82080386,281.518,264.101,35.0150009,34.96498916,0.245351219,1910.755,1604.719,1778.789494,0.063796771,169.655,1818.95
China,2004,Asia & Pacific,4835.594708,2.99474632,0.758731446,1534.24457,1614.692596,16.22326642,12.81810832,329.966,306.958,41.45999332,41.36301639,0.253354163,2203.502,1859.266,2042.694299,0.069162633,175.941,2089.273
China,2005,Asia & Pacific,5470.514723,3.06984199,0.770544382,1671.423433,1782.018339,16.17502498,12.99147996,333.998,317.806,49.32000205,46.57401485,0.251004574,2500.466,2126.432,2345.024214,0.089343346,181.426,2317.325
China,2006,Asia & Pacific,6052.144795,3.103783189,0.756275104,1792.636853,1949.925116,15.59278342,13.98143387,353.83,336.65,58.55300403,57.29893915,0.24366235,2865.954,2446.346,2608.758991,0.142919251,184.853,2519.939
China,2007,Asia & Pacific,6513.553853,3.103495753,0.712529827,1916.580573,2098.779689,15.26334714,15.21209319,367.258,352.254,69.2399887,70.48301088,0.229589432,3281.79,2816.826,2820.616314,0.181212082,186.421,2721.845
China,2008,Asia & Pacific,6707.118216,3.112854039,0.669106697,1966.945714,2154.652333,17.73744406,15.62316726,375.393,368.243,80.29999229,81.18807634,0.214949589,3467.185,2988.743,2919.876904,0.435598331,190.559,2844.327
China,2009,Asia & Pacific,7218.073126,3.142744363,0.65820945,2051.665652,2296.742049,17.8637982,16.02814443,382.561,388.297,85.26898872,89.45092882,0.209437795,3715.061,3222.519,3158.006532,0.735142707,189.616,3042.699
China,2010,Asia & Pacific,7798.131052,3.074514744,0.642741509,2236.15824,2536.377835,18.83147144,16.9313488,400.537,400.934,95.79098919,125.1379752,0.209054619,4207.993,3625.524,3349.515749,1.08020617,203.819,3316.101
China,2011,Asia & Pacific,8488.02207,3.117610083,0.638610879,2385.818419,2722.605408,16.9541671,17.86814005,419.309,415.998,105.3370065,131.2731499,0.204839881,4715.761,4051.605,3694.925201,1.549548419,204.119,3608.201
China,2012,Asia & Pacific,8748.967277,3.101715674,0.610277964,2401.488991,2820.686419,20.11549756,18.38035913,438.233,439.87,110.6079988,147.2430268,0.196754967,4994.045,4326.079,3831.552707,2.051843746,208.823,3677.589
China,2013,Asia & Pacific,9161.181904,3.14641104,0.592966421,2467.34671,2911.629087,20.45249646,19.31034912,461.197,459.696,120.8600087,167.4748658,0.188458028,5447.247,4717.568,3970.175482,2.878646773,211.508,3748.53
China,2014,Asia & Pacific,9082.943498,3.062404039,0.547907735,2507.263199,2965.952037,22.78903916,19.82071526,476.337,485.061,130.1569957,184.3201159,0.178914254,5678.945,4938.623,3837.433898,3.265395245,213.567,3640.167
China,2015,Asia & Pacific,9076.666647,3.031900865,0.512162646,2515.699481,2993.721448,24.12619474,20.16244054,507.199,510.519,134.6100023,191.8011657,0.168924602,5859.515,5103.446,3769.828197,3.937322458,216.759,3563.165
China,2016,Asia & Pacific,9032.770953,3.034029692,0.477517005,2363.350621,2977.153116,25.2594779,21.27175969,522.906,533.908,136.8649919,207.8940176,0.157387057,6217.967,5407.407,3717.984537,5.026594705,203.04,3268.207
China,2017,Asia & Pacific,9185.718136,2.992001553,0.454867143,2455.328075,3070.091366,25.55585047,22.4904903,546.0976,564.259645,148.035,237.793253,0.15202771,6635.480189,5784.302111,3750.395528,6.427317735,196.102743,3397.1937
China,2018,Asia & Pacific,9345.788853,2.919439892,0.434274955,2567.94763,3201.226673,25.97956849,23.86104533,568.874662,599.214351,161.6917359,279.6317152,0.148752833,7181.800981,6268.868969,3769.500832,7.562674188,195.160985,3549.048133
China,2019,Asia & Pacific,9561.89056,2.889407584,0.418732117,2685.956155,3309.291016,27.02464767,24.23521768,606.2130073,639.9607392,177.538,303.6800427,0.144919713,7519.345627,6549.124927,3807.19584,8.439598704,197.817925,3691.010058
China,2020,Asia & Pacific,9716.772478,2.873595138,0.417990835,2749.04658,3381.399262,28.39562093,24.58500536,628.6900832,648.3808957,194.936724,325.5450057,0.145459195,7797.561415,6752.1478,3830.039015,9.59049836,200.9830118,3742.684199
Colombia,1990,South/Latin America,46.10629025,1.903281849,0.170071865,48.18129183,24.22462563,76.38419011,12.1200169,8.112,11.101,4.537004925,4.326003769,0.089357162,36.357,26.866,5.055,0,22.824,21.375
Colombia,1991,South/Latin America,47.75481213,1.950074583,0.172696056,46.35115401,24.48871061,75.68261692,12.23597509,8.52,11.943,4.492996584,4.460997705,0.088558693,36.99,27.672,5.21,0,22.117,19.894
Colombia,1992,South/Latin America,49.48341792,1.976300636,0.171990337,47.8775247,25.0384061,68.66500729,12.82953992,9.075,11.902,4.601997023,4.389002566,0.087026404,32.944,29.008,5.315,0,22.787,21.817
Colombia,1993,South/Latin America,51.76599876,1.983066065,0.17072946,48.55742178,26.10402128,73.25397443,13.49832831,9.373,11.993,4.506000486,4.556994587,0.086093682,38.559,31.684,5.922,0,23.515,21.139
Colombia,1994,South/Latin America,51.74168436,1.903732097,0.161271855,50.42520563,27.17907863,78.49259823,13.48114574,9.772,11.929,4.647999676,4.508995676,0.084713524,41.409,33.37,5.531,0,23.731,22.599
Colombia,1995,South/Latin America,54.27890255,1.965546475,0.160813786,59.24369878,27.61517128,76.4046259,13.69464791,10.362,12.623,4.872998439,4.794993713,0.081816323,42.716,34.847,5.609,0,30.291,25.651
Colombia,1996,South/Latin America,53.97578205,1.911552979,0.156694314,64.83667328,28.23661318,82.99202066,13.80576945,10.74,13.811,5.257005766,5.21399485,0.081972258,43.362,36.205,4.715,0,32.641,29.999
Colombia,1997,South/Latin America,58.94578944,2.148382573,0.165447163,66.72994149,27.43728709,71.64443448,13.74236696,11.758,14.281,6.559992601,6.559992601,0.077010103,44.605,35.435,4.945,0,33.773,32.565
Colombia,1998,South/Latin America,59.98223278,2.100131631,0.167402387,72.70709314,28.56117774,69.74630822,13.61399224,11.604,14.337,7.502998806,7.616995572,0.079710426,44.897,34.484,4.865,0,38.342,33.708
Colombia,1999,South/Latin America,52.55108588,2.047979987,0.153099371,75.55101995,25.65996065,79.86081921,13.33252148,10.664,14.933,6.581996023,6.578999087,0.074756283,42.822,32.054,3.976,0,42.21,32.718
Colombia,2000,South/Latin America,54.75974757,2.129497109,0.155000414,72.33230873,25.71487293,75.52804248,13.7607144,10.646,14.954,7.338000567,7.338010134,0.072787332,43.131,33.336,4.888,0.013911108,35.51,38.242
Colombia,2001,South/Latin America,55.10078527,2.143558969,0.153391978,72.10150482,25.70528082,74.34174185,14.42461445,10.69,15.584,7.790989387,7.773997844,0.071559486,43.448,35.19,4.905,0.013809611,31.21,44.315
Colombia,2002,South/Latin America,53.05209514,2.104041509,0.144080985,68.34414807,25.21437667,76.50728112,14.6961409,10.263,15.07,7.783002645,7.744995462,0.068478205,45.048,35.402,4.646,0.013319126,29.857,40.096
Colombia,2003,South/Latin America,52.29484036,2.031419864,0.136669327,73.42746961,25.74299941,78.79132919,15.14328052,10.181,15.337,7.450005636,7.454009983,0.067277735,46.547,36.768,4.622,0.012890197,28.028,50.481
Colombia,2004,South/Latin America,52.46336991,2.023283109,0.130167886,75.32009202,25.92982152,81.65346097,15.7371696,10.503,15.671,7.843004636,7.843008602,0.064334984,49.726,38.567,3.857,0.118650203,27.361,54.184
Colombia,2005,South/Latin America,53.42654287,1.970902287,0.126599172,78.61560065,27.10765685,80.17241379,15.70278711,10.33,14.637,8.228996867,8.228991748,0.064234119,50.344,38.926,4.257,0.111234705,27.174,59.064
Colombia,2006,South/Latin America,53.26037193,1.862813649,0.118192655,83.7212339,28.591358,80.60328796,15.79120817,10.559,14.43,8.243993514,8.247001934,0.063448459,53.772,40.625,3.968,0.130179275,27.396,65.596
Colombia,2007,South/Latin America,54.09887854,1.903427206,0.112358388,86.7095485,28.42182688,81.53606605,16.34582925,10.458,14.175,8.245003541,8.161990618,0.059029517,55.232,42.236,4.183,0.103201043,27.451,69.902
Colombia,2008,South/Latin America,54.73806693,1.832144483,0.110099916,92.83129872,29.87650125,84.01286978,15.86190066,10.472,14.171,8.840004162,8.749992774,0.060093468,55.945,43.051,4.084,0.10903566,30.466,73.502
Colombia,2009,South/Latin America,57.97453329,1.86824544,0.115220833,98.47530671,31.03154011,72.88123732,17.63883426,9.596,13.025,11.95798516,10.00800636,0.061673285,57.156,45.10361826,4.943,0.113723844,34.623,72.807
Colombia,2010,South/Latin America,59.94850589,1.965991833,0.114179948,106.3554023,30.49275428,70.70048986,17.72755943,9.695,13.196,12.6729966,10.60101108,0.058077529,60.629,45.87386092,4.266,0.077520658,40.558,74.35
Colombia,2011,South/Latin America,64.67277394,2.068720207,0.114730854,120.897009,31.26221405,81.8917137,16.62706075,11.383,15.059,12.30299422,10.01500121,0.055459822,62.187,48.52707533,5.023,0.078794603,47.3,85.803
Colombia,2012,South/Latin America,64.54427207,2.133123294,0.110201659,125.1049782,30.25810663,78.05914478,17.07192929,11.815,15.09,12.5859961,10.38699552,0.051662114,63.539,49.24496435,4.016,0.099151702,49.092,89.024
Colombia,2013,South/Latin America,72.30315001,1.826668348,0.118057487,130.1144143,39.58198001,69.42338617,16.81201069,12.495,13.093,15.28297797,10.72499205,0.064629952,74.001,61.295,6.154,0.089187984,52.268,85.496
Colombia,2014,South/Latin America,73.85230144,1.841713918,0.115142657,130.72712,40.09976833,69.36064836,17.19099556,12.541,11.862,14.83201438,11.0090038,0.062519296,71.072,64.115,6.341,0.111154885,51.292,88.578
Colombia,2015,South/Latin America,75.12163253,1.852254664,0.113759008,128.7552748,40.5568597,63.6368263,17.79001805,12.827,11.778,13.95601569,11.34400879,0.061416505,78.596,65.447,5.971,0.097969362,52.101,85.548
Colombia,2016,South/Latin America,79.035999,1.877486545,0.117239419,124.9536323,42.09670595,65.90885417,16.93143031,14.505,17.048,12.87900203,11.84201323,0.062444878,76.8,65.751,6.008,0.078125,46.058,90.512
Colombia,2017,South/Latin America,71.32901683,1.768199178,0.104396397,124.0704933,40.33992196,79.31299836,17.92059759,13.170586,17.919753,13.1860359,10.83779649,0.059041084,79.280015,67.435305,4.920019,0.021952569,44.351002,90.549046
Colombia,2018,South/Latin America,74.77343036,1.92432976,0.10669634,120.4595486,38.8568695,76.85381128,18.33854538,13.025948,19.472332,13.76172394,11.26876204,0.055445975,79.963277,68.097211,5.388681,0.080514459,44.916348,84.283892
Colombia,2019,South/Latin America,77.78930616,1.888928013,0.107495428,120.2878816,41.18172087,72.58432681,19.75821606,13.52955756,18.80933602,12.87952065,10.66758588,0.056908165,82.13538648,74.93667774,6.772638308,0.237881438,45.97239801,84.34278614
Colombia,2020,South/Latin America,75.21002717,1.941157916,0.110682828,104.4198497,38.74492979,64.76311847,20.8671445,11.24808587,16.06812471,13.72914421,11.58697224,0.057018972,76.27086995,72.77748069,7.724358463,0.242042916,43.11175505,64.62790146
Czechia,1990,Europe,147.400938,2.960285921,0.64715123,41.16602272,49.79280445,2.316213494,12.07940582,8.817,7.948,0.262000034,6.572994833,0.218611056,62.559,53.037,84.788,0,0.22,101.398
Czechia,1991,Europe,135.9143167,3.004437381,0.675136971,39.01934249,45.2378597,2.179156754,12.6041864,7.411,6.837,0.269000244,6.341999908,0.224713277,60.528,49.708,79.201,0,0.221,96.864
Czechia,1992,Europe,129.9928874,2.951245833,0.649010542,36.77123073,44.04678389,2.762552072,12.41220359,7.98,7.151,0.183000045,7.26400896,0.219910702,59.293,48.148,73.631,0,0.237,86.721
Czechia,1993,Europe,130.3985128,3.055953495,0.650632923,36.1913111,42.67031975,2.983984647,12.67676223,7.531,6.587,0.238000071,7.328993605,0.212906683,58.881,47.773,71.871,0,0.257,85.239
Czechia,1994,Europe,125.0769391,3.035744932,0.606437401,33.55895698,41.20139931,3.572097777,13.83493725,7.661,6.929,0.25,7.148006104,0.199765598,58.705,49.312,66.895,0,0.27,76.944
Czechia,1995,Europe,126.0725392,3.019960222,0.575462711,32.69035479,41.74642377,4.402846484,14.53635542,7.866,7.26,0.254000298,8.070008132,0.190553076,60.847,52.155,65.807,0,0.276,74.901
Czechia,1996,Europe,127.2363251,2.955402599,0.557243495,33.34525207,43.05211247,4.194095585,14.89394601,8.153,7.83,0.235999877,9.290990482,0.18855079,64.257,54.146,65.873,0,0.251,77.145
Czechia,1997,Europe,125.1024973,2.883699721,0.551175812,33.77287116,43.38263667,3.984643487,14.91920066,7.847,7.41,0.215999977,9.425993641,0.191134953,64.598,53.163,64.531,0,0.463,74.016
Czechia,1998,Europe,119.3372083,2.842902017,0.527509142,31.76829926,41.97724988,3.794999386,15.27555998,8.113,7.09,0.228000301,9.420999762,0.18555305,65.112,52.196,59.083,0,0.433,67.529
Czechia,1999,Europe,111.8119877,2.855348662,0.487263523,28.91015168,39.15878616,4.471821189,15.70390407,7.998,6.247,0.230000169,9.518002692,0.170649395,64.694,51.178,51.791,0,0.386,59.133
Czechia,2000,Europe,122.555814,2.976581647,0.512228397,30.84321011,41.17334197,3.864372635,15.7350765,7.74,6.131,0.218999819,9.235995052,0.172086123,73.466,52.292,61.50713694,0,0.385,65.162
Czechia,2001,Europe,121.863406,2.883394283,0.494937863,31.54633975,42.26387168,4.005519311,15.86654905,8.145,6.308,0.159999774,9.895000543,0.171651122,74.647,53.775,59.51783773,0.001361174,0.366,66.106
Czechia,2002,Europe,117.7607701,2.748614751,0.470500365,31.76076196,42.84367973,4.389113009,16.10570803,7.963,6.389,0.152999951,9.551988488,0.171177268,76.348,53.669,57.845,0.002619584,0.421,63.356
Czechia,2003,Europe,121.8103649,2.723715487,0.469754863,33.80986497,44.72213251,2.751510928,15.893219,8.466,6.744,0.168000088,9.657990459,0.172468404,83.227,54.807,59.344,0.006007666,0.474,63.906
Czechia,2004,Europe,123.6586079,2.703668122,0.454578333,34.80102678,45.73734731,3.894086538,15.39827091,9.286,7.031,0.215000213,9.601005965,0.168133925,84.333,54.91,58.218,0.011857754,0.58,64.076
Czechia,2005,Europe,119.3475552,2.639413253,0.411824176,33.20126155,45.21745699,4.576279396,15.9550829,9.608,8.175,0.201000235,9.493010652,0.156028684,82.578,55.974,56.924,0.025430502,0.589,62.026
Czechia,2006,Europe,120.0186308,2.595027853,0.387577124,33.85343491,46.24945764,5.010609168,16.27290878,9.523,8.219,0.194000232,9.291996865,0.149353743,84.361,57.631,57.231,0.059269094,0.445,62.903
Czechia,2007,Europe,122.913325,2.661570094,0.375866521,33.96537983,46.18075822,4.358375473,16.79597064,9.504,7.797,0.200999995,8.740006833,0.141219847,88.198,57.89,58.508,0.143994195,0.434,62.626
Czechia,2008,Europe,117.7275803,2.60104756,0.350604415,33.14542945,45.26160235,4.881227061,16.94525022,9.562,8.627,0.199000203,8.687000137,0.134793542,83.647,58.586,55.061,0.308439035,0.348,60.2
Czechia,2009,Europe,110.0082801,2.585557545,0.344143303,31.66006776,42.54721782,6.335706029,16.87749158,9.003,7.683,0.224999933,8.227009744,0.133102163,82.185,55.337,51.93,0.458721178,0.31,56.417
Czechia,2010,Europe,113.6746084,2.520574007,0.347707962,32.05425392,45.09869899,7.558525313,16.81269639,8.804,8.201,0.246000073,9.280000629,0.137947928,85.903,56.173,52.12974627,1.206011431,0.272,55.367
Czechia,2011,Europe,110.103401,2.53122935,0.330901474,32.61415665,43.49799475,9.086960001,17.26534367,8.527,7.449,0.235000107,8.412989336,0.130727575,87.477,55.747,52.8360696,3.044228769,0.349,58.08
Czechia,2012,Europe,106.732447,2.469842727,0.323356861,32.67492911,43.2142686,10.06200096,17.25553368,8.449,7.627,0.263000013,8.385989083,0.130922045,87.418,55.984,50.49680538,3.018829074,0.327,55.185
Czechia,2013,Europe,102.6404862,2.376786398,0.31247118,30.59140688,43.18456478,11.75198187,17.2239246,8.103,7.006,0.252000032,8.465994236,0.131467927,86.913,55.137,47.57965602,2.97884091,0.262,49.131
Czechia,2014,Europe,100.0194034,2.384965529,0.296442976,29.81935749,41.9374629,11.86794818,17.5074118,8.639,7.881,0.259000252,7.522009552,0.124296546,86.148,55.099,46.28211929,3.109764591,0.268,47.077
Czechia,2015,Europe,100.8997204,2.402994825,0.283975188,28.89162349,41.98915425,12.75210986,17.78084928,8.492,7.536,0.247000303,7.867997923,0.11817553,83.892,56.398,46.07540996,3.475897583,0.216,46.531
Czechia,2016,Europe,102.3413501,2.468557195,0.281143025,27.36953695,41.45796188,12.70691042,18.2706563,7.774,5.604,0.218000088,8.490996498,0.113889613,83.309,57.642,46.12670203,3.248148459,0.192,45.543
Czechia,2017,Europe,103.8420183,2.397997589,0.273366947,27.71342513,43.3036375,12.39663558,17.5892562,9.146,8.183,0.229000057,8.726993266,0.113998008,87.050264,59.122968,45.88874733,3.29649431,0.231,44.906774
Czechia,2018,Europe,102.6089553,2.370808738,0.262360808,27.65468667,43.28014895,11.90010949,17.90178881,9.208,7.848,0.217739108,8.267628012,0.110663,88.032022,59.765358,45.47409352,3.472751086,0.222,43.765593
Czechia,2019,Europe,98.01436947,2.293012144,0.244894623,26.67321337,42.74481047,12.89039066,18.07806362,9.268561513,8.114713943,0.209170144,8.678742699,0.106800404,87.030602,60.22283626,41.34160798,3.574638865,0.178072005,40.02057049
Czechia,2020,Europe,85.35537931,2.175031726,0.226156307,23.27392512,39.24328013,14.26343905,18.80217758,8.208740712,6.355138192,0.19615956,8.818706295,0.103978395,81.48441553,58.15629733,33.07880202,3.749009475,0.103784298,30.94805615
Egypt,1990,Middle east,78.40328335,2.371834875,0.213631395,55.67272516,33.05596194,23.50435441,13.14462229,20.523,24.045,8.242,8.242006369,0.090070096,42.256,36.202,1.199,0,45.499,0
Egypt,1991,Middle east,77.43171217,2.342822506,0.208636081,56.31223121,33.05060967,22.34964782,14.14226916,19.696,24.44,9.08,9.079992737,0.089053303,44.296,37.975,1.307,0,45.418,0
Egypt,1992,Middle east,80.3535212,2.365574001,0.207239238,57.36934132,33.96787467,21.23560576,13.95475772,20.186,24.2,9.779,9.778998837,0.087606322,45.678,39.009,1.343,0,45.869,0
Egypt,1993,Middle east,82.11624709,2.333522168,0.205815204,60.60678171,35.18982944,21.93698217,13.95447388,19.699,25.725,11.544,11.54398975,0.088199378,47.796,40.762,1.614,0,47.527,0
Egypt,1994,Middle east,77.15353923,2.279474921,0.185987142,60.00357918,33.8470665,22.25174428,15.34902228,17.865,26.678,11.97501493,11.97501493,0.081592098,49.304,42.563,1.511,0,46.497,0
Egypt,1995,Middle east,82.65921798,2.295447412,0.190419063,60.66412546,36.01006826,21.94807692,14.87137138,19.451,27.24,12.594,12.594,0.082955097,52,44.555,1.314,0,46.588,0
Egypt,1996,Middle east,87.05049089,2.281997177,0.191006291,59.51866286,38.14662514,20.955749,15.44646486,20.486,28.335,13.027,13.027,0.08370137,55.14,49.139,1.393,0,45.08,0
Egypt,1997,Middle east,93.75104747,2.362312458,0.194998643,58.53705509,39.68613346,20.51584857,15.53916207,22.478,29.286,13.353,13.353,0.082545661,58.428,52.63,1.426,0,43.796,0
Egypt,1998,Middle east,98.94265925,2.332937837,0.194928752,58.04726259,42.41118545,19.41047549,16.11835964,24.066,29.166,13.742,13.742,0.083555056,62.966,56.53,1.434,0,42.962,0
Egypt,1999,Middle east,103.9541201,2.403374012,0.193112006,60.16609298,43.25340942,21.43660121,16.42155124,23.639,27.978,17.40899904,17.40899904,0.080350376,68.495,60.806,1.277,0.035039054,41.846,0
Egypt,2000,Middle east,101.7043309,2.482266562,0.177618354,53.93376489,40.97236472,17.70344113,17.30564556,22.501,25.874,17.673,17.673,0.071554907,78.143,64.33,1.588,0.175319606,35.539,0
Egypt,2001,Middle east,111.6904667,2.394656523,0.188397986,57.85971723,46.64153944,18.43255445,17.36537631,22.252,29.689,23.215,23.215,0.078674325,83.282,69.174,1.4,0.265363464,34.812,0
Egypt,2002,Middle east,117.1667459,2.450282644,0.193021688,59.84252511,47.81764511,14.64626079,17.28371209,22.972,30.488,26.04,26.04,0.078775275,89.19,74.12,1.502,0.228725193,34.666,0
Egypt,2003,Middle east,120.6089965,2.427454747,0.192543691,62.89389804,49.68537382,14.06448631,18.72228627,22.478,31.473,28.572,28.572,0.079319168,95.183,79.642,1.557,0.386623662,35.586,0
Egypt,2004,Middle east,131.7831956,2.428447564,0.20211194,63.14402585,54.26643653,12.99815398,20.08466086,26.513,31.894,31.644,27.959,0.083226809,101.299,85.088,1.591,0.516293349,33.363,0
Egypt,2005,Middle east,149.0893178,2.389297308,0.218866664,78.80656064,62.3988138,12.14095133,18.62757872,26.828,31.945,52.1890436,36.70900866,0.091602942,108.69,92.085,1.557,0.507866409,32.243,0
Egypt,2006,Middle east,157.4264712,2.388445669,0.216302416,81.78866647,65.91168189,11.73325708,18.61069289,27.842,31.714,56.12706282,39.49700265,0.090562,115.407,98.094,1.393,0.533763117,31.983,0
Egypt,2007,Middle east,169.5337743,2.409474264,0.217520269,86.15275028,70.36131358,13.05932278,18.22405048,29.422,33.45,60,43.4,0.090277067,125.129,106.595,1.277,0.664114634,32.913,0
Egypt,2008,Middle east,177.5112062,2.433298917,0.212545363,89.934016,72.95084259,13.27313117,16.9578508,31.301,31.695,62.26607298,44.56794737,0.087348645,117.493,98.167,1.139,0.77706757,34.861,0
Egypt,2009,Middle east,181.8732069,2.437162954,0.208045067,88.76994704,74.62496778,11.14579683,18.02432883,33.416,30.285,62.078,43.753,0.085363626,125.572,105.475,1.012,0.902271207,33.987,0
Egypt,2010,Middle east,184.1211022,2.491415045,0.200306208,85.25006561,73.90221978,10.04795771,20.09577672,34.02,30.23,56.81406218,43.83896358,0.08039857,146.796,123.716,0.958,1.160794572,34.676,0
Egypt,2011,Middle east,189.9997282,2.469875701,0.203117439,84.3836769,76.9268381,10.19278965,19.83684556,33.608,27.357,56.38694958,47.78402931,0.082237919,144.043,124.722,0.702,1.213526516,34.166,0
Egypt,2012,Middle east,196.3911118,2.479010472,0.205377964,82.82551542,79.22157408,9.656961468,19.79583259,35.935,27.904,54.10603242,47.90405815,0.082846751,149.954,125.847,0.612,0.906944796,34.478,0
Egypt,2013,Middle east,195.7904274,2.520606842,0.200370758,77.94774931,77.67590888,9.634553658,20.03609704,35.874,26.517,48.08102127,46.00603153,0.079493063,153.593,123.468,0.671,0.941449155,34.488,0
Egypt,2014,Middle east,199.0175411,2.47244027,0.197902698,74.58719972,80.49437774,9.663250366,21.74220853,38.466,26.748,43.06201826,42.73701191,0.08004347,160.505,133.197,1.006,1.051680633,35.149,0.039
Egypt,2015,Middle east,208.8624992,2.590071776,0.198992517,70.13026353,80.63965685,9.125310281,21.6343695,39.343,26.985,38.302,45.017,0.076828958,172.827,138.467,2.088,1.287993196,34.561,0.058
Egypt,2016,Middle east,217.8266158,2.472156828,0.198888071,70.73762745,88.11197304,8.818202847,20.28117733,37.983,25.01,42.57802632,50.75796969,0.080451235,177.247,134.451,3.321,1.568432752,31.729,0.037
Egypt,2017,Middle east,224.492945,2.414935454,0.196748326,79.83041038,92.96022573,8.431859096,21.43679201,34.741628,26.061754,52.97427811,60.63537911,0.081471463,184.977,146.553979,2.79032,1.552084854,32.318972,0.037
Egypt,2018,Middle east,231.7504007,2.424553857,0.192860032,86.83338613,95.5847609,8.142449765,21.79970814,34.147437,26.850348,62.10002264,61.7787087,0.079544544,194.069088,153.756389,5.349257,1.4958003,31.358343,0.037
Egypt,2019,Middle east,237.1758673,2.442037682,0.186982553,91.92766968,97.12211611,8.960107048,21.16874053,34.55170665,29.1646316,68.89612766,62.32180253,0.07656825,195.2118209,154.7326464,7.06026263,2.339647321,30.513917,0.033
Egypt,2020,Middle east,224.9596905,2.44974229,0.171188875,84.73753422,91.82994123,10.15248087,22.37174363,30.72174499,31.15072311,61.79982652,60.66846876,0.069880361,193.2675132,153.1318514,7.101680005,3.532021138,28.98268217,0.025
France,1990,Europe,365.4310078,1.626524053,0.197338826,111.9021915,224.6699071,14.10121426,17.9799513,80.46,78.478,2.857003359,28.23198331,0.121325489,420.751,323.252,31.20898599,0.119548141,3.47,0
France,1991,Europe,392.6668842,1.65374388,0.209847086,118.5272027,237.4411714,13.97130972,17.83036194,85.928,81.285,3.237997758,32.03303622,0.126892132,455.555,346.798,33.50417118,0.113487943,3.798,0
France,1992,Europe,381.5465103,1.629483499,0.2006944,120.1997695,234.1518098,16.11555542,18.24850222,85.288,80.004,3.153999264,32.46396702,0.123164426,463.639,355.874,29.65870387,0.111293485,3.564,0
France,1993,Europe,362.7231188,1.52541502,0.192000291,126.4117752,237.7865133,14.79224974,18.78217835,82.516,82.169,3.422999293,32.80200366,0.125867576,472.707,356.188,23.27113386,0.104927577,3.458,0
France,1994,Europe,356.0913801,1.541766423,0.184147093,123.790904,230.9632477,17.45388661,19.25570239,81.843,80.077,3.5330014,32.76102682,0.119439035,476.868,363.239,23.03745772,0.10631873,3.387,0
France,1995,Europe,366.5739706,1.528755503,0.185656779,127.8680981,239.7858715,15.88734184,19.17843857,84.092,81.947,3.352997951,33.49102789,0.121443081,494.274,367.887,24.84995002,0.103788587,3.027,0
France,1996,Europe,380.6896534,1.518284104,0.190119497,131.7986843,250.7367709,14.16308595,19.17054928,85.248,85.886,2.9110004,37.21702249,0.125219975,513.398,384.181,25.41740808,0.097195548,2.648,13.532
France,1997,Europe,371.9881864,1.523211859,0.181532771,128.7388199,244.2130319,13.9166353,19.28415167,85.402,91.086,2.586002776,36.81302674,0.119177624,504.77,381.618,23.17076584,0.103611546,2.266,12.876
France,1998,Europe,395.0004296,1.569308313,0.186084947,125.4201798,251.7035221,13.45202982,19.41942995,89.012,93.616,2.261997385,37.17698197,0.118577685,511.276,393.307,27.10847039,0.106204868,2.092,11.827
France,1999,Europe,390.0112789,1.547860123,0.17765627,127.1421397,251.9680384,15.20998239,19.75526848,88.085,85.246,2.066999856,39.15197919,0.114775403,525.806,401.037,24.40905104,0.105362054,2.001,10.662
France,2000,Europe,386.2016074,1.514429307,0.169278958,130.659097,255.0146155,13.73672572,20.14574948,86.368,88.569,1.877998133,39.75297058,0.111777392,539.954,410.393,23.54898907,0.103712538,1.907,9.61
France,2001,Europe,390.1213176,1.49841221,0.167670913,132.0156768,260.3564726,14.91856678,20.06238423,89.359,90.524,1.864002315,41.71798869,0.111899056,549.53,421.425,20.43896885,0.113187633,1.632,9.896
France,2002,Europe,383.1980787,1.468093072,0.162846192,134.0861923,261.017565,12.45653449,20.37759308,85.893,84.155,1.778001587,42.21995641,0.110923616,559.064,419.446,21.05200046,0.137014725,1.519,8.553
France,2003,Europe,388.4039355,1.451343062,0.163710901,135.7545893,267.6169031,12.06550714,20.74296214,86.348,87.47,1.582999896,44.44795691,0.112799589,566.839,436.999,21.14215424,0.156305406,1.588,7.316
France,2004,Europe,388.7179747,1.431746178,0.159334495,136.9397707,271.4992229,12.06924784,21.1602834,86.402,88.307,1.37799908,45.49097488,0.111286831,574.054,448.72,20.42428719,0.186916213,1.635,6.112
